ExhibitionTitle,Date,ExhibitionURL,DisplayName,Nationality,ConstituentBeginDate,ConstituentEndDate,Gender,ConstituentURL
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Jean Charlot,American,1898,1979,Male,moma.org/artists/1074
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Emile Compard,,,,,moma.org/artists/49743
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Miguel Covarrubias,Mexican,1904,1957,Male,moma.org/artists/1279
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,James Edward Davis,American,1901,1974,Male,moma.org/artists/1408
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Isami Doi,American,1903,,Male,moma.org/artists/1572
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Elsie Driggs,,,,,moma.org/artists/49744
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Fides Elizando,,,,,moma.org/artists/49745
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Duncan Ferguson,American,1901,1974,Male,moma.org/artists/1852
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Mitchell Fields,,,,,moma.org/artists/49746
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,John Bernard Flannagan,American,1898,1942,Male,moma.org/artists/1908
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Paul Gaulois,,,,,moma.org/artists/49747
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Vincent Gilnsky,,,,,moma.org/artists/49748
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Charles L. Goeller,American,1901,1955,Male,moma.org/artists/2202
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Arshile Gorky,American,1904,1948,Male,moma.org/artists/2252
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Stefan Hirsch,American,1899,1964,Male,moma.org/artists/2668
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Hokeah,,,,,moma.org/artists/49749
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Ruth Jonas,,,,,moma.org/artists/49750
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Charles Lapique,,,,,moma.org/artists/49751
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Luigi Lucioni,,,,,moma.org/artists/49752
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Eugene MacCown,,,,,moma.org/artists/49753
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Reginald Marsh,American,1898,1954,Male,moma.org/artists/3784
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Herbert Morgan,,,,,moma.org/artists/49754
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Reuben Nakian,American,1897,1986,Male,moma.org/artists/4218
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Isamu Noguchi,American,1904,1988,Male,moma.org/artists/4324
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Marjorie Phillips,,,,,moma.org/artists/49755
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Joseph Pollet,American,1897,1979,Male,moma.org/artists/4673
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Abel Sanchez (Oqwa Pi),,,,,moma.org/artists/49756
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Concetta Scaravaglione,American,1900,1975,Female,moma.org/artists/5195
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Walter Schöttler,,,,,moma.org/artists/49757
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,William Schulhoff,,,,,moma.org/artists/49758
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Ben Shahn,American,1898,1969,Male,moma.org/artists/5366
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Pavel Tchelitchew,American,1898,1957,Male,moma.org/artists/5821
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Kostia Terechkovitch,,,,,moma.org/artists/63068
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Franklin Chenault Watkins,American,1894,1972,Male,moma.org/artists/6261
46 Painters and Sculptors under 35 Years of Age,1930,moma.org/calendar/exhibitions/2025,Ann Weaver,,,,,moma.org/artists/49759
Charles Burchfield: Early Watercolors 19161918,1930,moma.org/calendar/exhibitions/1978,Charles Burchfield,American,1893,1967,Male,moma.org/artists/870
"Homer, Ryder, and Eakins",1930,moma.org/calendar/exhibitions/2026,Thomas Eakins,American,1844,1916,Male,moma.org/artists/64782
"Homer, Ryder, and Eakins",1930,moma.org/calendar/exhibitions/2026,Winslow Homer,American,1836,1910,Male,moma.org/artists/63091
"Homer, Ryder, and Eakins",1930,moma.org/calendar/exhibitions/2026,Albert Pinkham Ryder,American,1847,1917,Male,moma.org/artists/63083
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Rudolf Belling,German,1886,1972,Male,moma.org/artists/450
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Peter Blume,American,1906,1992,Male,moma.org/artists/617
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Georges Braque,French,1882,1963,Male,moma.org/artists/744
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Charles Burchfield,American,1893,1967,Male,moma.org/artists/870
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Paul Cézanne,French,1839,1906,Male,moma.org/artists/1053
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Marc Chagall,French,1887,1985,Male,moma.org/artists/1055
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Jean Charlot,American,1898,1979,Male,moma.org/artists/1074
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Giorgio de Chirico,Italian,1888,1978,Male,moma.org/artists/1106
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Charles Demuth,American,1883,1935,Male,moma.org/artists/1490
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,André Derain,French,1880,1954,Male,moma.org/artists/1500
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Charles Despiau,French,1874,1946,Male,moma.org/artists/1511
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Preston Dickinson,American,1889,1930,Male,moma.org/artists/1537
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Raoul Dufy,French,1877,1953,Male,moma.org/artists/1646
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Thomas Eakins,American,1844,1916,Male,moma.org/artists/64782
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Jean Fautrier,French,1898,1964,Male,moma.org/artists/1815
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Jean-Louis Forain,French,1852,1931,Male,moma.org/artists/1935
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Paul Gauguin,French,1848,1903,Male,moma.org/artists/2098
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Vincent van Gogh,Dutch,1853,1890,Male,moma.org/artists/2206
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Marcel Gromaire,French,1892,1971,Male,moma.org/artists/2356
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,"George Overbury (""Pop"") Hart",American,1868,1933,Male,moma.org/artists/2519
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Stefan Hirsch,American,1899,1964,Male,moma.org/artists/2668
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Winslow Homer,American,1836,1910,Male,moma.org/artists/63091
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Edward Hopper,American,1882,1967,Male,moma.org/artists/2726
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Bernard Karfiol,American,1886,1952,Male,moma.org/artists/3001
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Walt Kuhn,American,1877,1949,Male,moma.org/artists/3288
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Yasuo Kuniyoshi,American,1889,1953,Male,moma.org/artists/3296
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Charles Lapique,,,,,moma.org/artists/49751
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Marie Laurencin,French,1883,1956,Female,moma.org/artists/3408
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Fernand Léger,French,1881,1955,Male,moma.org/artists/6624
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Wilhelm Lehmbruck,German,1881,1919,Male,moma.org/artists/3464
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Jean Lurçat,French,1892,1966,Male,moma.org/artists/3641
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Aristide Maillol,French,1861,1944,Male,moma.org/artists/3697
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,John Marin,American,1870,1953,Male,moma.org/artists/3770
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Reginald Marsh,American,1898,1954,Male,moma.org/artists/3784
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Kenneth Hayes Miller,American,1876,1952,Male,moma.org/artists/3985
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Joan Miró,Spanish,1893,1983,Male,moma.org/artists/4016
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Georgia O'Keeffe,American,1887,1986,Female,moma.org/artists/4360
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Jules Pascin,American,1885,1930,Male,moma.org/artists/4514
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Marjorie Phillips,,,,,moma.org/artists/49755
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Georges Rouault,French,1871,1958,Male,moma.org/artists/5053
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Albert Pinkham Ryder,American,1847,1917,Male,moma.org/artists/63083
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,André Dunoyer de Segonzac,French,1884,1974,Male,moma.org/artists/5318
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Georges-Pierre Seurat,French,1859,1891,Male,moma.org/artists/5358
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,John Sloan,American,1871,1951,Male,moma.org/artists/5471
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Eugene Speicher,American,1883,1962,Male,moma.org/artists/5559
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Maurice Sterne,American,1877,1957,Male,moma.org/artists/5654
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Pavel Tchelitchew,American,1898,1957,Male,moma.org/artists/5821
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Maurice Utrillo,French,1883,1955,Male,moma.org/artists/6046
Summer Exhibition: Painting and Sculpture,1930,moma.org/calendar/exhibitions/1913,Max Weber,American,1881,1961,Male,moma.org/artists/6275
"Corot, Daumier",1930,moma.org/calendar/exhibitions/2027,Jean-Baptiste-Camille Corot,French,1796,1875,Male,moma.org/artists/1253
"Corot, Daumier",1930,moma.org/calendar/exhibitions/2027,Honoré Daumier,French,,,Male,moma.org/artists/1396
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Gifford Beal,American,1879,1956,Male,moma.org/artists/407
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Paul Burlin,American,1886,1969,Male,moma.org/artists/876
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Alexander Calder,American,1898,1976,Male,moma.org/artists/922
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Vincent Canadé,American,1879,1961,Male,moma.org/artists/945
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Arthur B. Carles,American,1882,1952,Male,moma.org/artists/972
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,James Chapin,,,,,moma.org/artists/61687
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Merton Clivette,American,1868,1931,Male,moma.org/artists/1154
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Andrew Dasburg,American,1887,1979,Male,moma.org/artists/61688
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Stuart Davis,American,1892,1964,Male,moma.org/artists/1412
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Wilhelm Hunt Diederich,,,,,moma.org/artists/61692
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Paul Dougherty,American,1953,,Male,moma.org/artists/34886
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Arthur Dove,American,1880,1946,Male,moma.org/artists/1602
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Guy Pène du Bois,American,1884,1958,Male,moma.org/artists/4460
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Ernest Fiene,American,1894,1965,Male,moma.org/artists/1870
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Arnold Friedman,American,1879,1946,Male,moma.org/artists/2003
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,William Glackens,American,1870,1938,Male,moma.org/artists/2184
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Anna Glenny,American,1888,,Female,moma.org/artists/2192
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Marsden Hartley,American,1877,1943,Male,moma.org/artists/2521
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Childe Hassam,American,1859,1935,Male,moma.org/artists/2532
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,John Kane,American,1860,1934,Male,moma.org/artists/2982
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Morris Kantor,American,1896,1974,Male,moma.org/artists/2988
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Karl Knaths,American,1891,1971,Male,moma.org/artists/3159
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Benjamin Kopman,American,1887,1965,Male,moma.org/artists/3216
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Leon Kroll,American,1884,1974,Male,moma.org/artists/3262
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Gaston Lachaise,American,1882,1935,Male,moma.org/artists/3332
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Sidney Laufman,American,1891,1985,Male,moma.org/artists/3405
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Robert Laurent,American,1890,1970,Male,moma.org/artists/3411
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,George Luks,American,1867,1933,Male,moma.org/artists/64789
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Henry Lee McFee,American,1886,1953,Male,moma.org/artists/61690
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Boardman Robinson,American,1876,1952,Male,moma.org/artists/4961
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Henry E. Schnakenberg,,,,,moma.org/artists/61451
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Charles Sheeler,American,1883,1965,Male,moma.org/artists/5383
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Niles Spencer,American,1893,1952,Male,moma.org/artists/5561
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Augustus Vincent Tack,American,1870,1949,Male,moma.org/artists/5774
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Dudley Vail Talcott,,,,,moma.org/artists/61700
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,Mark Tobey,American,1890,1976,Male,moma.org/artists/5889
Painting and Sculpture by Living Americans,1930,moma.org/calendar/exhibitions/1916,William Zorach,American,1889,1966,Male,moma.org/artists/6582
"Toulouse-Lautrec, Redon",1931,moma.org/calendar/exhibitions/1980,Odilon Redon,French,1840,1916,Male,moma.org/artists/4840
"Toulouse-Lautrec, Redon",1931,moma.org/calendar/exhibitions/1980,Henri de Toulouse-Lautrec,French,1864,1901,Male,moma.org/artists/5910
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Ernst Barlach,German,1870,1938,Male,moma.org/artists/335
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Willi Baumeister,German,1889,1955,Male,moma.org/artists/392
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Max Beckmann,German,1884,1950,Male,moma.org/artists/429
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Rudolf Belling,German,1886,1972,Male,moma.org/artists/450
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Heinrich Campendonk,German,1889,1957,Male,moma.org/artists/940
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Otto Dix,German,1891,1969,Male,moma.org/artists/1559
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Ernesto de Fiori,Italian,1884,1945,Male,moma.org/artists/61701
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,George Grosz,American,1893,1959,Male,moma.org/artists/2374
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Erich Heckel,German,1883,1970,Male,moma.org/artists/2569
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Karl Hofer,German,1878,1955,Male,moma.org/artists/2686
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Ernst Ludwig Kirchner,German,1880,1938,Male,moma.org/artists/3115
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Paul Klee,German,1879,1940,Male,moma.org/artists/3130
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Paul Kleinschmidt,German,1883,1949,Male,moma.org/artists/3140
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Oskar Kokoschka,Austrian,1886,1980,Male,moma.org/artists/3197
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Georg Kolbe,German,1887,1947,Male,moma.org/artists/3199
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Franz Marc,German,1880,1916,Male,moma.org/artists/3748
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Gerhard Marcks,German,1889,1981,Male,moma.org/artists/3756
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Paula Modersohn-Becker,German,1876,1907,Female,moma.org/artists/4037
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Johannes Molzahn,German,1892,1965,Male,moma.org/artists/4054
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Otto Mueller,German,1874,1930,Male,moma.org/artists/4140
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Emil Nolde,German,1867,1956,Male,moma.org/artists/4327
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Max Pechstein,German,1881,1955,Male,moma.org/artists/4533
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Christian Rohlfs,German,1849,1938,Male,moma.org/artists/5000
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Oskar Schlemmer,German,1888,1943,Male,moma.org/artists/5219
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Karl Schmidt-Rottluff,German,1884,1976,Male,moma.org/artists/5242
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Georg Schrimpf,German,1889,1938,Male,moma.org/artists/5271
German Painting and Sculpture,1931,moma.org/calendar/exhibitions/1889,Renée Sintenis,German,1888,1965,Female,moma.org/artists/5451
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Paul Cézanne,French,1839,1906,Male,moma.org/artists/1053
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Honoré Daumier,French,,,Male,moma.org/artists/1396
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Arthur B. Davies,American,1862,1928,Male,moma.org/artists/1402
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Hilaire-Germain-Edgar Degas,French,1834,1917,Male,moma.org/artists/1465
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,André Derain,French,1880,1954,Male,moma.org/artists/1500
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Paul Dougherty,American,1953,,Male,moma.org/artists/34886
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Paul Gauguin,French,1848,1903,Male,moma.org/artists/2098
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Constantin Guys,French,1802,1892,Male,moma.org/artists/32345
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Walt Kuhn,American,1877,1949,Male,moma.org/artists/3288
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Claude Lorraine,,,,,moma.org/artists/61702
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Amedeo Modigliani,Italian,1884,1920,Male,moma.org/artists/4038
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Claude Monet,French,1840,1926,Male,moma.org/artists/4058
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Pablo Picasso,Spanish,1881,1973,Male,moma.org/artists/4609
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Camille Pissarro,French,1830,1903,Male,moma.org/artists/4640
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Charles Prendergast,American,1863,1948,Male,moma.org/artists/61703
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Maurice Prendergast,American,1859,1924,Male,moma.org/artists/4727
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Odilon Redon,French,1840,1916,Male,moma.org/artists/4840
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Jean Renoir,French,1894,1979,Male,moma.org/artists/26657
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Pierre-Auguste Renoir,French,1841,1919,Male,moma.org/artists/4869
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Henri Rousseau,French,1844,1910,Male,moma.org/artists/5056
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,André Dunoyer de Segonzac,French,1884,1974,Male,moma.org/artists/5318
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Georges-Pierre Seurat,French,1859,1891,Male,moma.org/artists/5358
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Paul Signac,French,1863,1935,Male,moma.org/artists/5421
Memorial Exhibition: The Collection of the Late Lillie P. Bliss,1931,moma.org/calendar/exhibitions/1707,Henri de Toulouse-Lautrec,French,1864,1901,Male,moma.org/artists/5910
Henri Matisse,1931,moma.org/calendar/exhibitions/1903,Henri Matisse,French,1869,1954,Male,moma.org/artists/3832
Diego Rivera,1931,moma.org/calendar/exhibitions/1979,Diego Rivera,Mexican,1886,1957,Male,moma.org/artists/4942
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Alvar Aalto,Finnish,1898,1976,Male,moma.org/artists/34
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Frederick Ackerman,,,,,moma.org/artists/63227
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Thomas Adams,American,1818,1905,Male,moma.org/artists/26974
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Uno Åhrén,Swedish,1897,1977,Male,moma.org/artists/62875
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,José Manuel Aizpúrua,Spanish,1904,1936,Male,moma.org/artists/63219
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Alfons Anker,architect,1872,1958,Male,moma.org/artists/63214
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Paul Artaria,Swiss,1892,1959,Male,moma.org/artists/63220
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Irving Bowman,,,,,moma.org/artists/64724
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Monroe Bengt Bowman,,,,,moma.org/artists/64723
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Johannes Brinkman,Dutch,1902,1949,Male,moma.org/artists/63217
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Henry Churchill,,,,,moma.org/artists/61812
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Alfred Clauss,,,,Male,moma.org/artists/11477
Modern Architecture: International Exhibition,1932,moma.org/calendar/exhibitions/2044,Amyas Connell,British,1901,1980,Male,moma.org/artists/61707
